iteration,train_loss,val_loss,val_acc,val_macro_f1,elapsed_seconds
1,1.9531580973184177,1.953459059762717,0.7595913261050876,0.44321120299833233,0.04986906051635742
2,0.7296252394066749,0.7324371278017862,0.7664720600500416,0.4915057050166532,0.15725493431091309
3,0.41982981965322336,0.42266175328845584,0.8561301084236864,0.7903004936164086,0.27875399589538574
4,0.3693740998098587,0.3705516175634822,0.8715596330275229,0.8287162008866327,0.4165530204772949
5,0.3401473321950215,0.3397544519166652,0.8838615512927439,0.8438628719699184,0.5923309326171875
6,0.33220039473010654,0.3318126561653939,0.8863636363636364,0.8467006935891112,0.7699069976806641
7,0.3283606828660055,0.32797678810415193,0.8853211009174312,0.8427337368011659,0.9769070148468018
8,0.325758859758223,0.32848610990331306,0.8869891576313594,0.8467183295818411,1.1932859420776367
9,0.32430796332019074,0.32625295019400746,0.8869891576313594,0.8450280090260007,1.425096035003662
10,0.3232592982336436,0.3262491168392946,0.8867806505421184,0.8462288577013256,1.670403003692627
11,0.32274041160978184,0.3260532062674021,0.8855296080066722,0.8435897935218962,1.9562010765075684
12,0.32208802589018815,0.32628305297299126,0.8871976647206005,0.8475819813296351,2.2484018802642822
13,0.32182813041694575,0.3263877527963264,0.8865721434528774,0.8468155710120145,2.553891181945801
14,0.32125546602552735,0.3275094198009815,0.8863636363636364,0.8453219336247708,2.866400957107544
15,0.32113796042151616,0.32742774796061175,0.8855296080066722,0.844676364354004,3.200424909591675
16,0.32106336129435736,0.3272594872186443,0.8859466221851543,0.8446223710008302,3.5537400245666504
17,0.32101945503286616,0.32736827773927574,0.8857381150959133,0.8445138429183808,3.939185857772827
18,0.320974161263941,0.32745229199793896,0.8857381150959133,0.844862679015266,4.333738088607788
19,0.32092604467938163,0.327521447366684,0.8871976647206005,0.8483799251966008,4.744099140167236
20,0.3208954925267354,0.3276429728498892,0.8865721434528774,0.8474074580322404,5.168065071105957
25,0.32079466116930044,0.32802176854323273,0.8859466221851543,0.8469500960828685,5.6744489669799805
30,0.32077292415468156,0.327948158500557,0.8861551292743953,0.8477691662869363,6.269012928009033
35,0.3207236363266916,0.32808175495555564,0.8861551292743953,0.847855458642192,6.968305826187134
40,0.3207102354411185,0.3282220014173852,0.8861551292743953,0.8473620231151481,7.756421804428101
45,0.32068981830361987,0.3282611477070275,0.8861551292743953,0.8477691662869363,8.615428924560547
50,0.3206793571693289,0.32837914203510293,0.8859466221851543,0.846888547093832,9.578572988510132
55,0.320672115777945,0.3283505584809833,0.8861551292743953,0.8471911720638273,10.68799901008606
60,0.32066802442812253,0.3283759304373191,0.8863636363636364,0.8480739163701122,11.849572896957397
65,0.3206672783213968,0.32837205290827437,0.8863636363636364,0.8480739163701122,13.09500503540039
70,0.3206670761435984,0.3283512901693179,0.8861551292743953,0.8471911720638273,14.397706031799316
75,0.3206666703357554,0.32836153663271084,0.8861551292743953,0.8471911720638273,15.779682159423828
80,0.3206667285081124,0.32833986902522794,0.8861551292743953,0.8471911720638273,17.25448203086853
85,0.32066634728877424,0.32834570009703734,0.8861551292743953,0.8471911720638273,18.882285118103027
90,0.3206663646560223,0.32834415766482866,0.8861551292743953,0.8471911720638273,20.589423894882202
95,0.32066624471622107,0.32834369567849575,0.8861551292743953,0.8471911720638273,22.396109104156494
100,0.32066625148897465,0.3283440949150896,0.8861551292743953,0.8471911720638273,24.261922121047974
150,0.3206662185424423,0.32834395311689946,0.8861551292743953,0.8471911720638273,27.12989115715027
200,0.3206662130438626,0.32834399998029434,0.8861551292743953,0.8471911720638273,28.096359968185425
250,0.32066621304532517,0.3283440000821889,0.8861551292743953,0.8471911720638273,28.189465045928955
300,0.3206662130396196,0.32834400201015873,0.8861551292743953,0.8471911720638273,28.282267808914185
350,0.3206662130404156,0.3283440013664271,0.8861551292743953,0.8471911720638273,28.374799966812134
400,0.3206662130368819,0.3283440022992091,0.8861551292743953,0.8471911720638273,28.467124938964844
450,0.3206662130368825,0.328344001968789,0.8861551292743953,0.8471911720638273,28.56137490272522
500,0.32066621303348736,0.3283440027605507,0.8861551292743953,0.8471911720638273,28.65316891670227
